name,alt_name,objectid,id,status,type,trauma,owner,ttl_staff,population,beds,helipad,naics_code,naics_desc
LONG ISLAND JEWISH FOREST HILLS HOSPITAL,LONG ISLAND JEWISH FOREST HILLS,2898,20011375,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,222,222,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,NOT AVAILABLE,2899,20211206,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,388,388,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MILLARD FILLMORE SUBURBAN HOSPITAL,NOT AVAILABLE,2900,20914209,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,265,265,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ALBANY MEMORIAL HOSPITAL,NOT AVAILABLE,2901,113912204,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,165,165,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINGSBROOK JEWISH MEDICAL CENTER,NOT AVAILABLE,2902,114611203,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,303,303,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LENOX HEALTH GREENWICH VILLAGE,NOT AVAILABLE,2903,114710011,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LONG ISLAND JEWISH MEDICAL CENTER,NOT AVAILABLE,2904,114811040,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,1025,1025,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MONTEFIORE MOUNT VERNON HOSPITAL,NOT AVAILABLE,2905,115210550,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,176,176,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARY BRECKINRIDGE ARH HOSPITAL,NOT AVAILABLE,2906,5441749,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,NOT AVAILABLE,2907,115511102,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,228,228,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CROUSE HOSPITAL - COMMONWEALTH DIVISION,NOT AVAILABLE,2908,116213211,OPEN,SPECIAL,NOT AVAILABLE,NON-PROFIT,-999,40,40,N,622210,"HOSPITALS, SUBSTANCE ABUSE"
ONEIDA HEALTHCARE,NOT AVAILABLE,2909,116313421,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,101,101,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DOCTORS' COMMUNITY HOSPITAL,NOT AVAILABLE,2910,2420706,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,190,190,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,NOT AVAILABLE,2911,117211777,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,248,248,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. PETER'S ADDICTION RECOVERY CENTER,NOT AVAILABLE,2912,117612084,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,40,40,N,622210,"HOSPITALS, SUBSTANCE ABUSE"
MEMORIAL HOSPITAL ASSOCIATION,NOT AVAILABLE,2913,1662321,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,18,18,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVOCATE EUREKA HOSPITAL,NOT AVAILABLE,2914,14261530,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,18,18,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VAN MATRE ENCOMPAS HEALTH REHABILITATION HOSPITAL LLC DBA VAN MATRE,NOT AVAILABLE,2915,3561108,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,50,50,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
THE UNITY HOSPITAL OF ROCHESTER,NOT AVAILABLE,2916,117814626,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,311,311,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HERRIN HOSPITAL,NOT AVAILABLE,2917,662948,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,114,114,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE UNITY HOSPITAL OF ROCHESTER-ST MARYS CAMPUS,NOT AVAILABLE,2918,117914611,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,40,40,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
MEDSTAR SAINT MARY'S HOSPITAL,NOT AVAILABLE,2919,620650,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,95,95,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,NOT AVAILABLE,2920,118110461,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,421,421,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
AURELIA OSBORN FOX MEMORIAL HOSPITAL TRI TOWN REGIONAL HEALTHCARE,NOT AVAILABLE,2921,118413838,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,4,4,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARION IL VA MEDICAL CENTER,NOT AVAILABLE,2922,4562959,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,225,225,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DEBORAH HEART AND LUNG CENTER,NOT AVAILABLE,2923,2108015,OPEN,SPECIAL,NOT AVAILABLE,NON-PROFIT,-999,89,89,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
CGH MEDICAL CENTER,NOT AVAILABLE,2924,2061081,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,99,99,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNITED MEMORIAL MEDICAL CENTER NORTH STREET CAMPUS,GENESEE MEMORIAL,2925,119014020,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,111,111,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNIVERSITY HOSPITAL OF BROOKLYN,NOT AVAILABLE,2926,119111203,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - STATE,-999,342,342,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NYU HOSPITALS CENTER,NOT AVAILABLE,2927,119410016,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,844,844,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SJRH - ST JOHNS DIVISION,NOT AVAILABLE,2928,119710701,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,225,225,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST JOSEPH'S MEDICAL CENTER,NOT AVAILABLE,2929,120010701,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,194,194,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
STATEN ISLAND UNIV HOSP-CONCORD DIV,NOT AVAILABLE,2930,120210304,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - STATE,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BROOKS TLC HOSPITAL SYSTEMS INC,NOT AVAILABLE,2931,121514081,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,45,45,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST JOSEPHS HOSPITAL,NOT AVAILABLE,2932,121614901,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,125,125,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VA MEDICAL CENTER - BATAVIA,NOT AVAILABLE,2933,9814020,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VA MEDICAL CENTER - MANHATTAN CAMPUS,NOT AVAILABLE,2934,10710010,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VA MEDICAL CENTER - ALBANY STRATTON,NOT AVAILABLE,2935,9912208,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,67,67,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MOUNT SINAI BETH ISRAEL,NOT AVAILABLE,2936,121210003,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,825,825,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BRYLIN HOSPITAL,NOT AVAILABLE,2937,25514209,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,88,88,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
CAPE REGIONAL MEDICAL CENTER,NOT AVAILABLE,2938,11508210,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,242,242,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE LONG ISLAND HOME,SOUTH OAKS HOSPITAL,2939,25611701,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,232,232,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
MIDWEST MEDICAL CENTER,NOT AVAILABLE,2940,13761036,OPEN,CRITICAL ACCESS,NOT AVAILABLE,PROPRIETARY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. ALBANS COMMUNITY LIVING CENTER,NOT AVAILABLE,2941,11211425,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,386,386,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WAYNE COUNTY HOSPITAL,NOT AVAILABLE,2942,11842633,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - STATE,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH CORBIN,NOT AVAILABLE,2943,340701,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,273,273,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BARBOURVILLE ARH HOSPITAL,KNOX COUNTY HOSPITAL,2944,4640906,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT JOSEPH HOSPITAL LONDON,NOT AVAILABLE,2945,9240741,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,150,150,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THREE RIVERS MEDICAL CENTER,NOT AVAILABLE,2946,11241230,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,90,90,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VA MEDICAL CENTER - NORTHPORT,NOT AVAILABLE,2947,10811768,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,63,63,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CLIFTON T PERKINS HOSPITAL CENTER,NOT AVAILABLE,2948,120794,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,250,250,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HOWARD COUNTY GENERAL HOSPITAL,NOT AVAILABLE,2949,221044,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,253,253,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SHEPPARD PRATT AT ELLICOTT CITY,NOT AVAILABLE,2950,321041,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,78,78,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BIG BEND REGIONAL MEDICAL CENTER,NOT AVAILABLE,2951,5479830,OPEN,CRITICAL ACCESS,LEVEL IV,PROPRIETARY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
YOAKUM COUNTY HOSPITAL,NOT AVAILABLE,2952,16579323,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,24,24,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CORYELL MEMORIAL HOSPITAL,NOT AVAILABLE,2953,22476528,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HAMLIN MEMORIAL HOSPITAL,NOT AVAILABLE,2954,24079520,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OTTO KAISER MEMORIAL HOSPITAL,NOT AVAILABLE,2955,32178119,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ASCENSION SETON EDGAR B DAVIS HOSPITAL,NOT AVAILABLE,2956,36578648,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SHEPPARD AND ENOCH PRATT HOSPITAL,NOT AVAILABLE,2957,5421204,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,322,322,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNIVERSITY OF MARYLAND SAINT JOSEPH MEDICAL CENTER,SAINT JOSEPH MEDICAL CENTER,2958,5321204,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,320,320,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PINCKNEYVILLE COMMUNITY HOSPITAL,NOT AVAILABLE,2959,14162274,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHI ST JOSEPH HEALTH GRIMES HOSPITAL,GRIMES ST. JOSEPH HEALTH CENTER,2960,39977868,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ROCHELLE COMMUNITY HOSPITAL,NOT AVAILABLE,2961,14561068,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,16,16,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PALACIOS COMMUNITY MEDICAL CENTER,NOT AVAILABLE,2962,40977465,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,17,17,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FISHER COUNTY HOSPITAL DISTRICT,NOT AVAILABLE,2963,44979546,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,14,14,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LYNN COUNTY HOSPITAL DISTRICT,NOT AVAILABLE,2964,52779373,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,24,24,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THROCKMORTON COUNTY MEMORIAL HOSPITAL,NOT AVAILABLE,2965,53176483,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,14,14,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SWISHER MEMORIAL HOSPITAL,NOT AVAILABLE,2966,53579088,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,20,20,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CULBERSON HOSPITAL,NOT AVAILABLE,2967,54479855,OPEN,CRITICAL ACCESS,LEVEL IV,PROPRIETARY,-999,14,14,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
RUSH UNIVERSITY MEDICAL CENTER,NOT AVAILABLE,2968,5960612,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,669,669,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JACKSON PARK HOSPITAL,NOT AVAILABLE,2969,8660649,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,260,260,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
RANKIN COUNTY HOSPITAL DISTRICT,NOT AVAILABLE,2970,81879778,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,15,15,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SOUTH SHORE HOSPITAL XXX,NOT AVAILABLE,2971,8960617,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,137,137,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORWEGIAN-AMERICAN HOSPITAL,NOT AVAILABLE,2972,10060622,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,155,155,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVOCATE SOUTH SUBURBAN HOSPITAL,NOT AVAILABLE,2973,11660429,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,240,240,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OAK FOREST HOSPITAL,NOT AVAILABLE,2974,13260452,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,148,148,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL - SYCAMORE,NOT AVAILABLE,2975,3060178,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,69,69,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CENTRAL STATE HOSPITAL,NOT AVAILABLE,2976,1340223,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,192,192,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT JOSEPH BEREA,NOT AVAILABLE,2977,8940403,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARSHALL COUNTY HOSPITAL,NOT AVAILABLE,2978,5342025,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FRAZIER REHAB INSTITUTE,NOT AVAILABLE,2979,2540202,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,135,135,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTON AUDUBON HOSPITAL,NOT AVAILABLE,2980,6840217,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,432,432,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTON BROWNSBORO HOSPITAL,NOT AVAILABLE,2981,6940241,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,127,127,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE BROOK HOSPITAL - KMI,NOT AVAILABLE,2982,10740242,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,98,98,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHKEY COMMUNITY CARE-INTENSIVE SERVICES,NOT AVAILABLE,2983,6741012,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,57,57,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST FRANCIS HOSPITAL,SAINT FRANCIS HOSPITAL,2984,4425301,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,142,142,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GRANT MEMORIAL HOSPITAL,GRANT MEMORIAL HOSPITAL,2985,5426847,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,45,45,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HIGHLAND HOSPITAL,HIGHLAND HOSPITAL,2986,725304,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,104,104,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
ST. ELIZABETH COVINGTON,NOT AVAILABLE,2987,10341014,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,151,151,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
RIVER PARK HOSPITAL,"HHC RIVER PARK, INC.",2988,1225701,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,165,165,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
WILLIAMSON MEMORIAL HOSPITAL,WILLIAMSON MEMORIAL HOSPITAL,2989,5125661,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,76,76,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
POTOMAC VALLEY HOSPITAL,"POTOMAC VALLEY HOSPITAL OF WV, INC.",2990,3826726,OPEN,CRITICAL ACCESS,NOT AVAILABLE,PROPRIETARY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MIDDLESBORO ARH HOSPITAL,NOT AVAILABLE,2991,6040965,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,96,96,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BRISTOL MYERS SQUIBB CHILDRENS HOSPITAL,NOT AVAILABLE,2992,208901,OPEN,CHILDREN,NOT AVAILABLE,NON-PROFIT,-999,600,600,Y,622110,"CHILDREN'S HOSPITALS, GENERAL"
HARRISBURG MEDICAL CENTER,NOT AVAILABLE,2993,10362946,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,73,73,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE PAVILION FOUNDATION,NOT AVAILABLE,2994,3261820,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,46,46,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
OSF HEALTHCARE SYSTEM HEART OF MARY MEDICAL CENTER,NOT AVAILABLE,2995,5361801,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,181,181,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HUNTINGTON V A MEDICAL CENTER,NOT AVAILABLE,2996,16925701,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,-999,-999,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MONTGOMERY GENERAL HOSPITAL,MONTGOMERY GENERAL HOSPITAL,2997,3425136,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,69,69,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"PORTER MEDICAL CENTER, INC.",NOT AVAILABLE,2998,1105753,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HSHS HOLY FAMILY HOSPITAL INC,NOT AVAILABLE,2999,6862246,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,150,150,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SWEDISHAMERICAN MEDICAL CENTER BELVIDERE,NOT AVAILABLE,3000,2661008,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HSHS GOOD SHEPARD HOSPITAL INC,NOT AVAILABLE,3001,1162565,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,30,30,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LOURDES HOSPITAL,NOT AVAILABLE,3002,5142003,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,359,359,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
STAT SPECIALTY HOSPITAL,NOT AVAILABLE,3003,189178840,OPEN,SPECIAL,NOT AVAILABLE,PROPRIETARY,-999,3,3,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
GREENE COUNTY HOSPITAL,NOT AVAILABLE,3004,2839451,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,7,7,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAYLOR SCOTT & WHITE MEDICAL CENTER - PFLUGERVILLE,NOT AVAILABLE,3005,191778660,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PIONEER HEALTH SERVICES OF NEWTON COUNTY,NOT AVAILABLE,3006,7539345,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,30,30,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL GRAND PRAIRIE,NOT AVAILABLE,3007,183875052,OPEN,SPECIAL,NOT AVAILABLE,PROPRIETARY,-999,8,8,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
CAPROCK HOSPITAL,NOT AVAILABLE,3008,192477802,OPEN,SPECIAL,NOT AVAILABLE,PROPRIETARY,-999,10,10,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
CABINET PEAKS MEDICAL CENTER,ST JOHNS LUTHERAN HOSPITAL,3009,2859923,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST MEDICAL CENTER - ATTALA,MONTFORT JONES MEMORIAL HOSPITAL,3010,1439090,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GARDEN PARK MEDICAL CENTER,NOT AVAILABLE,3011,539503,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,130,130,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
