objectid,id,telephone,website
3916,39393301,NOT AVAILABLE,http://www.sjvrehab.com
3917,27195521,NOT AVAILABLE,http://www.madriverhospital.com
3918,41595501,NOT AVAILABLE,https://co.humboldt.ca.us/hhs/mhb/
3919,12092243,NOT AVAILABLE,http://www.ecrmc.org
3920,34992227,NOT AVAILABLE,http://www.pmhd.org
3921,31393906,NOT AVAILABLE,http://www.natividad.com
3922,7792627,NOT AVAILABLE,http://www.collegehospitals.com/coshome
3923,13492708,NOT AVAILABLE,http://www.fountainvalleyhospital.com
3924,31492663,NOT AVAILABLE,http://www.newportbayhospital.com
3925,52892805,(714) 533-6220,http://www.anaheim-gmc.com/
3926,10495350,(209) 578-1211,http://www.dmc-modesto.com
3927,31895993,NOT AVAILABLE,http://www.nvbh.com/nvbh/home.html
3928,43293257,NOT AVAILABLE,http://www.sierra-view.com
3929,6531728,NOT AVAILABLE,http://www.archbold.org
3930,5331030,NOT AVAILABLE,http://www.peachregional.org
3931,12631082,NOT AVAILABLE,http://www.wcrmc.com
3932,17830312,NOT AVAILABLE,https://www.wellstar.org/locations/pages/wellstar-atlanta-medical-center.aspx
3933,4180130,(720) 348-2800,http://www.highlandsbhs.com
3934,580011,(303) 367-1166,http://www.spaldingrehab.com
3935,780229,(303) 288-3000,http://www.vhdenver.com
3936,10531329,NOT AVAILABLE,http://www.effinghamhospital.com
3937,7930635,NOT AVAILABLE,http://www.emhcare.net
3938,8030401,NOT AVAILABLE,http://www.emanuelmedical.org
3939,16530165,NOT AVAILABLE,http://www.redmondregional.com
3940,192643209,(614) 715-3933,https://www.rivervistahealth.com/
3941,6630650,NOT AVAILABLE,http://www.mmh.org
3942,18931907,NOT AVAILABLE,http://www.wcgrh.org
3943,18230901,NOT AVAILABLE,http://www.universityhealth.org/universityhospital
3944,20531210,NOT AVAILABLE,http://lakebridgebhs.com/
3945,5431063,NOT AVAILABLE,http://www.flintriverhospital.com/
3946,3331602,NOT AVAILABLE,http://www.greenleafcounseling.net/
3947,1828425,(910) 259-5451,http://www.pendermemorial.org
3948,74995441,NOT AVAILABLE,NOT AVAILABLE
3949,360107,(630) 837-9000,http://www.streamwoodhospital.com
3950,4260085,(847) 360-4000,http://www.vistahealth.com
3951,86,(530) 749-4511,http://www.beale.af.mil/units/9thmedicalgroup/
3952,14970346,(225) 473-7931,http://www.prevosthospital.net
3953,19570380,(985) 384-2200,http://www.techeregional.com
3954,8470363,(985) 873-2200,http://www.ochsner.org/locations/leonard_j_chabert_medical_center/
3955,1370510,(337) 893-5466,http://www.abbgen.net
3956,18270070,(985) 785-6242,http://www.stch.net
3957,5671291,(318) 396-5600,http://www.chghospitals.com/west-monroe/
3958,7971291,(318) 329-4200,http://www.grmc.com
3959,14170506,(337) 991-0571,http://optimaspecialtyhospital.com/
3960,12071303,(318) 448-8473,http://www.obha.info/
3961,15471301,(318) 769-3150,http://www.rapidesregional.com
3962,7371270,(318) 232-7700,http://www.gcsurgical.com
3963,7071295,(318) 435-9411,http://www.fmc-cares.com
3964,10770586,(337) 363-9410,http://www.mercyregionalmedicalcenter.com
3965,21070775,(225) 635-3811,http://www.wfph.org
3966,2171112,(318) 747-9500,http://www.chghospitals.com/
3967,4371446,(337) 239-9041,http://www.byrdregional.com
3968,9771446,(337) 392-8118,http://www.leesvillerehab.com
3969,16571449,(318) 256-5691,http://www.sabinemedicalcenter.net
3970,2470726,(225) 665-2664,http://amgbatonrouge.com/
3971,14570578,(337) 788-0091,http://www.centralcontrolmgmt.com/phoenixbehavioralhospital.html
3972,9270435,(985) 867-3800,http://www.lakeviewregional.com
3973,17170458,(985) 643-2200,http://www.slidellmemorial.org
3974,454311,(920) 288-8000,http://www.aurorabaycare.com
3975,11570403,(985) 542-7777,http://www.northoaks.org
3976,11970815,(225) 356-7030,http://www.obhbr.info/
3977,12670605,(337) 474-7581,http://www.obhlc.info/
3978,20870663,(337) 527-7034,http://www.wcch.com
3979,971101,(318) 678-7500,http://www.brentwoodbehavioral.com
3980,1453715,(608) 260-2700,http://www.selectspecialtyhospitals.com/company/locations/madison .aspx
3981,8653227,(414) 328-7700,http://www.selectspecialtyhospitals.com/company/locations/milwauk ee.aspx
3982,3392311,(760) 256-1761,http://www.barstowhospital.com
3983,6791710,NOT AVAILABLE,http://www.cvmc.com
3984,10192392,NOT AVAILABLE,http://www.dvmc.com
3985,23991764,NOT AVAILABLE,http://www.khontario.com/
3986,2692128,NOT AVAILABLE,http://sandiego.aurorabehavioral.com/
3987,35892105,NOT AVAILABLE,http://www.promisesandiego.com
3988,38792110,NOT AVAILABLE,http://www.sdcounty.ca.gov
3989,39893401,NOT AVAILABLE,http://www.slocounty.ca.gov/health/mentalhealthservices.htm
3990,51793003,NOT AVAILABLE,http://www.vchca.org
3991,594602,NOT AVAILABLE,http://www.highlandahs.org/
3992,13694538,NOT AVAILABLE,http://www.fremonthospital.com
3993,49294601,NOT AVAILABLE,http://www.tbhcare.com/
3994,49494578,NOT AVAILABLE,http://www.telecarecorp.com/articles1-271/thewillowrockcenterisnowopen
3995,1993534,NOT AVAILABLE,http://www.avhospital.org
3996,2491724,NOT AVAILABLE,http://www.aurorabehavioral.com
3997,9890505,NOT AVAILABLE,http://www.delamohospital.com
3998,12391436,NOT AVAILABLE,http://www.encinomed.com
3999,17290027,NOT AVAILABLE,http://www.hollywoodpresbyterian.com
4000,23491791,NOT AVAILABLE,http://www.kindredsangabriel.com/
4001,24890502,NOT AVAILABLE,http://www.humc.edu
4002,40495128,NOT AVAILABLE,http://www.scvmed.org
4003,16093309,NOT AVAILABLE,http://www.healthsouthbakersfield.com/
4004,11496122,NOT AVAILABLE,http://www.ephc.org
4005,35195971,NOT AVAILABLE,http://www.pdh.org
4006,41696020,NOT AVAILABLE,http://www.senecahospital.org
4007,48996160,NOT AVAILABLE,http://www.tfhd.com
4008,17392647,NOT AVAILABLE,http://www.hbhospital.com
4009,35092670,NOT AVAILABLE,http://www.placentialinda.com
4010,52792705,NOT AVAILABLE,http://www.westernmedicalcenter.com
4011,22193291,NOT AVAILABLE,http://www.kaweahdelta.org
4012,50393274,NOT AVAILABLE,http://www.tulareregional.org
4013,13531406,NOT AVAILABLE,http://www.coastalharbor.com
4014,18631406,NOT AVAILABLE,http://www.garegionalsavannah.com
4015,1327704,(919) 956-9300,http://www.ncspecialty.com
4016,8828117,(704) 660-4010,http://www.lnrmc.com
4017,15247904,(765) 423-6650,http://www.stvincent.org
4018,1027804,(252) 443-8070,http://www.nhcs.org
4019,1128401,(910) 343-7040,http://www.nhhn.org
4020,5470115,(504) 899-2500,http://www.communitycarehospital.com
4021,16770131,(504) 393-4223,http://www.seasidehc.com/
4022,10071303,(877) 493-2751,http://www.longleafhospital.com/
4023,2270648,(337) 738-2527,http://www.allenparishhospital.com
4024,270427,(985) 732-4402,http://www.amgbogalusa.com/
4025,1602841,NOT AVAILABLE,http://nhcne.med.navy.mil/locations/npri/npri.asp
4027,10471103,(318) 675-6402,http://www.uhsystem.com/shreveport/home
4028,15654985,(920) 235-4910,http://www.dhfs.state.wi.us/mh_winnebago
4029,70292311,(760) 256-1761,http://www.barstowhospital.com
4031,70695354,NOT AVAILABLE,http://centralvalleyspecialty.org/cvsh/
4032,71592028,NOT AVAILABLE,NOT AVAILABLE
4033,72990231,NOT AVAILABLE,http://www.sch-culvercity.com/home.htm
4034,73395307,NOT AVAILABLE,http://www.telecarecorp.com/programs/157
4035,82731014,(478) 934-6211,http://bleckleymemorial.com/
4036,3153704,(608) 301-1000,http://www.dhfs.state.wi.us
4037,83331093,NOT AVAILABLE,NOT AVAILABLE
4038,83830501,NOT AVAILABLE,NOT AVAILABLE
4039,84130281,(678) 604-1000,http://www.henrymedical.com
4040,84630655,(770) 267-8461,NOT AVAILABLE
4041,85131603,NOT AVAILABLE,NOT AVAILABLE
4042,85231201,(478) 765-7000,http://www.coliseumhealthsystem.com
4043,85631023,(478) 448-4067,http://www.dodgecountyhospital.com
4044,86030084,NOT AVAILABLE,NOT AVAILABLE
4045,84931634,NOT AVAILABLE,NOT AVAILABLE
4046,85330223,NOT AVAILABLE,https://www.wellstar.org/locations/pages/wellstar-spalding-regional-hospital.aspx?modal=true
4047,86130308,(404) 686-4411,http://www.emoryhealthcare.org/emory-university-hospital-midtown-atlanta/
4048,86430096,NOT AVAILABLE,NOT AVAILABLE
4049,86530329,NOT AVAILABLE,NOT AVAILABLE
4050,87431061,NOT AVAILABLE,NOT AVAILABLE
4051,88131520,(912) 466-7000,NOT AVAILABLE
4052,88330046,NOT AVAILABLE,NOT AVAILABLE
4053,88631036,(478) 783-0200,NOT AVAILABLE
4054,88931545,NOT AVAILABLE,NOT AVAILABLE
4055,150554451,(715) 748-8100,NOT AVAILABLE
4056,89730474,(912) 535-5828,NOT AVAILABLE
4057,89230240,NOT AVAILABLE,https://www.wellstar.org/locations/pages/wellstar-west-georgia-medical-center.aspx
4058,152453578,(608) 643-3311,http://www.saukprairiehealthcare.org/clinic-details/location/sauk-prairie-hospital
4059,162471106,(318) 688-8504,http://www.lifecare-hospitals.com
4060,159270517,(337) 442-6254,NOT AVAILABLE
4061,175740511,(859) 233-4511,https://www.lexington.va.gov/
4062,29177054,(713) 375-7000,http://www.foundationhospitals.com/houston/
4063,12595926,NOT AVAILABLE,http://www.enloe.org
4064,163370518,(337) 839-9008,http://www.obhb.info/
4065,2531021,(478) 272-1210,http://www.dublin.va.gov/
4066,2694553,(925) 372-2000,http://www.northerncalifornia.va.gov/
4067,3391343,(818) 891-7711,http://www.losangeles.va.gov/
4068,2795655,(916) 843-7000,http://www.northerncalifornia.va.gov/
4069,162571457,(318) 354-2044,http://lhcgroup.com/locations/louisiana-extended-care-hospital-of-natchitoches
4070,163870403,(985) 902-8148,NOT AVAILABLE
4071,163270448,(985) 626-6300,http://www.northlakebehavioralhealth.com/
4072,59192354,(909) 796-6915,https://totallykids.com/
4073,59294158,NOT AVAILABLE,http://www.ucsfmissionbayhospitals.org/
4074,12695926,NOT AVAILABLE,http://www.enloe.org/medical_services/rehabilitation_center.asp
4075,13195969,NOT AVAILABLE,http://www.frhosp.org
4076,33295966,NOT AVAILABLE,http://www.orovillehospital.com
4077,44896080,NOT AVAILABLE,http://www.mercy.org
4078,3492357,(909) 825-7084,http://www.lomalinda.va.gov/
4079,8492411,NOT AVAILABLE,http://www.dignityhealth.org/san-bernardino/
4080,18592335,NOT AVAILABLE,http://www.kaiserpermanente.org
4081,9980631,(970) 352-4121,www.bannerhealth.com
4082,3592161,(858) 552-8585,http://www.sandiego.va.gov/
4083,28170072,(504) 349-2581,NOT AVAILABLE
4084,25992354,NOT AVAILABLE,http://lomalindahealth.org
4085,37092373,NOT AVAILABLE,http://www.redlandshospital.org
4086,52192392,(760) 245-8691,http://vvgmc.com/
4087,15591942,NOT AVAILABLE,http://www.sharp.com
4088,36992123,NOT AVAILABLE,http://www.rchsd.org
4089,41192037,NOT AVAILABLE,http://www.scripps.org/locations/hospitals__scripps-memorialhospital- la-jolla http://www.scripps.org/locations/hospitals__scripps-memorialhospital- la-jolla
4090,41292103,NOT AVAILABLE,http://www.scrippshealth.org
4091,41391910,NOT AVAILABLE,http://www.scripps.org/
4092,42091911,NOT AVAILABLE,http://www.sharp.com
4093,42392111,NOT AVAILABLE,http://www.sharp.com/mcdonald/index.cfm
4094,42492123,NOT AVAILABLE,http://www.sharp.com
4095,6694133,NOT AVAILABLE,http://www.chinesehospital-sf.org
4096,47295642,NOT AVAILABLE,http://www.sutteramador.org
4097,43793065,NOT AVAILABLE,http://www.simivalleyhospital.com
4098,45593010,NOT AVAILABLE,http://www.stjohnshealth.org
4099,34894954,NOT AVAILABLE,http://www.stjosephhealth.org/about-us/facilities/petaluma-valley- hospital.aspx
4100,40695405,NOT AVAILABLE,http://www.stjosephhealth.org
4101,21795688,NOT AVAILABLE,http://www.kaiserpermanente.org
4102,31694533,NOT AVAILABLE,http://www.northbay.org
4103,48594590,NOT AVAILABLE,http://www.suttersolano.org
4104,14993111,NOT AVAILABLE,http://www.sbch.org
4105,27493454,NOT AVAILABLE,http://www.marianmedicalcenter.org
4106,37393105,(805) 687-7444,http://www.cottagehealthsystem.org
4107,47595531,NOT AVAILABLE,http://www.sutterhealth.org
4108,44095370,NOT AVAILABLE,http://www.sonoramedicalcenter.org/
4109,44195370,NOT AVAILABLE,http://www.sonoramedicalcenter.org/
4110,27895249,NOT AVAILABLE,http://www.marktwainhospital.com
4111,1094704,NOT AVAILABLE,http://www.altabatessummit.com
4112,6494609,NOT AVAILABLE,http://www.childrenshospitaloakland.org
4113,11594546,NOT AVAILABLE,http://www.edenmedcenter.org
4114,19294611,NOT AVAILABLE,http://www.kaiserpermanente.org
4115,21295336,NOT AVAILABLE,http://www.kaiserpermanente.org
4116,48795376,NOT AVAILABLE,http://www.suttertracy.org
4117,1691768,NOT AVAILABLE,NOT AVAILABLE
4118,4690015,NOT AVAILABLE,http://www.chmcla.org
4119,5391767,NOT AVAILABLE,http://www.casacolina.org
4120,5490704,NOT AVAILABLE,http://www.catalinaislandmedicalcenter.org
4121,5590048,NOT AVAILABLE,http://www.cedars-sinai.edu
4122,6290027,NOT AVAILABLE,http://www.chla.org
4123,6891723,NOT AVAILABLE,http://www.cvhp.org
4124,6991790,NOT AVAILABLE,http://www.cvhp.org
4125,15190017,NOT AVAILABLE,http://www.goodsam.org
4126,16491355,NOT AVAILABLE,http://www.henrymayo.com
4127,17491105,NOT AVAILABLE,http://www.huntingtonhospital.com
4128,18291335,NOT AVAILABLE,http://www.jha.org
4129,20690710,NOT AVAILABLE,http://www.kaiserpermanente.org
4130,21191367,NOT AVAILABLE,http://www.kaiserpermanente.org
4131,22990637,NOT AVAILABLE,http://www.kindredlamirada.com/
4132,23090056,NOT AVAILABLE,http://www.kindredhospitalla.com/
4133,26390806,NOT AVAILABLE,http://www.memorialcare.org/longbeach
4134,32191328,NOT AVAILABLE,http://www.northridgehospital.org
4135,35391767,NOT AVAILABLE,http://www.pvhmc.org
4136,35590602,NOT AVAILABLE,http://www.whittierpres.com
4137,35991345,NOT AVAILABLE,https://california.providence.org/holy-cross/pages/default.aspx
4138,42891403,NOT AVAILABLE,http://www.shermanoakshospital.com
4139,44990262,NOT AVAILABLE,https://stfrancis.verity.org/
4140,46390801,NOT AVAILABLE,http://www.stmarymedicalcenter.org
4141,49890813,NOT AVAILABLE,http://bhs-inc.org/rmrc.html
4142,49990505,NOT AVAILABLE,http://www.torrancememorial.org
4143,51390033,NOT AVAILABLE,http://uscnorriscancer.usc.edu
4144,51591405,NOT AVAILABLE,http://www.valleypres.org
4145,52990033,NOT AVAILABLE,http://www.whitememorial.com
4146,47995453,NOT AVAILABLE,http://www.sutterlakeside.org
4147,3892270,NOT AVAILABLE,http://www.hazeldenbettyford.org/treatment/locations/betty-ford-center-rancho-mirage
4148,19792505,NOT AVAILABLE,http://www.kaiserpermanente.org
4149,34592503,NOT AVAILABLE,http://www.pchmc.org
4150,37792506,NOT AVAILABLE,http://www.rcbm.com/
4151,6595008,NOT AVAILABLE,http://pedisubacute.com/
4152,46894305,NOT AVAILABLE,http://www.stanfordhospital.com/
4153,28694025,NOT AVAILABLE,http://www.pamf.org/mpsh
4154,29894401,NOT AVAILABLE,http://www.mills-peninsula.org/locations/millshealth.html
4155,29196001,NOT AVAILABLE,http://www.mercymercedcares.org/index.htm
4156,19895661,NOT AVAILABLE,http://www.kaiserpermanente.org
4157,48495661,NOT AVAILABLE,http://www.sutterroseville.org
4158,20394903,NOT AVAILABLE,http://www.kaiserpermanente.org
4159,28193635,NOT AVAILABLE,http://www.memoriallosbanos.org/
4160,7193612,NOT AVAILABLE,http://www.communitymedical.org
4161,27995667,NOT AVAILABLE,http://www.marshallmedical.org
4162,17994520,NOT AVAILABLE,http://www.johnmuirhealth.com
4163,18194598,NOT AVAILABLE,http://www.jmmdhs.com/index.php/jmmdhs_jmmc.html
4164,7995932,NOT AVAILABLE,http://www.colusamedicalcenter.org
4165,15093308,NOT AVAILABLE,http://www.goodsamhospital.com
4166,28893301,NOT AVAILABLE,http://www.mercybakersfield.org
4167,29493311,NOT AVAILABLE,http://www.mercybakersfield.org/index.htm
4168,20795823,NOT AVAILABLE,http://www.kaiserpermanente.org
4169,28995630,NOT AVAILABLE,http://www.mercyfolsom.org
4170,29395608,NOT AVAILABLE,http://www.mercysanjuan.org
4171,29595823,NOT AVAILABLE,http://www.methodistsacramento.org
4172,47895816,(916) 887-0000,http://www.suttermedicalcenter.org
4173,51195817,NOT AVAILABLE,http://www.ucdmc.ucdavis.edu
4174,14495501,NOT AVAILABLE,http://www.stjosepheureka.org
4175,14895988,NOT AVAILABLE,http://www.glennmed.org
4176,12796097,NOT AVAILABLE,http://www.fairchildmed.org
4177,7681502,(970) 244-2273,http://www.stmarygj.com
4178,29296067,NOT AVAILABLE,http://www.mercymtshasta.org
4179,8193940,NOT AVAILABLE,http://www.chomp.org
4180,392801,NOT AVAILABLE,http://www.anaheimregionalmc.com
4181,7592704,NOT AVAILABLE,http://www.coastalcommhospital.com
4182,30392677,NOT AVAILABLE,http://www.mission4health.com/
4183,30492691,NOT AVAILABLE,http://www.mission4health.com
4184,38392653,NOT AVAILABLE,http://www.memorialcare.org
4185,51292668,NOT AVAILABLE,http://www.ucihealth.com
4187,28295355,NOT AVAILABLE,http://www.memorialmedicalcenter.org/
4188,3030428,NOT AVAILABLE,www.lochosp.org/
4189,8130701,NOT AVAILABLE,http://www.gordonhospital.com
4190,17930303,NOT AVAILABLE,http://www.gradyhealthsystem.org
4191,18130342,NOT AVAILABLE,http://www.stjosephsatlanta.org
4192,15930263,NOT AVAILABLE,http://www.piedmont.org/locations/pnh-home.aspx
4193,14830060,NOT AVAILABLE,http://www.wellstar.org/locations/pages/wellstar-kennestone-hospital.aspx
4194,16730067,NOT AVAILABLE,http://www.wellstar.org/locations/pages/wellstar-windy-hill-hospital.aspx
4195,6130041,NOT AVAILABLE,http://www.northside.com/forsyth
4196,14330165,(706) 509-6900,http://www.floyd.org
4197,20930165,(706) 509-3500,http://mental-health-facilities.healthgrove.com/l/6141/floyd-behavioral-health-center-floyd-medical-center
4198,15231904,NOT AVAILABLE,http://www.sfhga.com
4199,4339845,NOT AVAILABLE,http://donalsonvillehospital.org/
4200,8530322,(404) 785-5437,http://www.choa.org/egleston
4201,21730058,(404) 501-8040,http://www.dekalbmedical.org
4202,4430134,NOT AVAILABLE,http://www.wellstar.org
4203,8970503,(337) 289-7991,http://www.lafayettegeneral.org
4204,13870506,(337) 470-2000,http://www.lourdesrmc.com
4205,20270506,(337) 262-4100,http://www.lafayettegeneral.com/our_facilities/professional_centers/lafayette_behavioral_health_unit.aspx
4206,12870115,(504) 899-9311,http://www.ochsner.org
4207,18571201,(318) 966-4000,http://www.stfran.com
4208,10671282,(318) 574-2374,http://www.madisonparishhospital.com
4209,11671270,(318) 254-2100,http://www.northernlouisianamedicalcenter.com
4210,20371241,(318) 368-9751,http://www.uniongen.com
4211,18770441,(225) 222-6111,http://www.sthelenaparishhospital.com
4212,18071075,(318) 539-1000,http://www.smccare.com
4213,770806,(225) 387-7000,http://www.brgeneral.org
4214,14070808,(225) 765-6565,http://www.ololrmc.com
4216,20770607,(337) 475-8100,http://www.lcmh.com/moss
4217,4971105,(318) 681-5000,http://www.christusschumpert.org/highland
4218,5071101,(318) 681-4500,http://www.christusschumpert.org
4219,17071103,(318) 222-5704,http://www.shrinershospitalsforchildren.org/hospitals/locations/shreveport.aspx
4220,754301,(920) 433-0111,www.stvincenthospital.org/‎
4221,1253719,(608) 417-5336,www.meriter.com/‎https://www.unitypoint.org/madison/child-and-adolescent-psychiatry.aspx
4222,1953963,(920) 324-6530,http://www.agnesian.com
4223,2354303,(920) 498-4200,www.stmgb.org/‎
4224,2454729,(715) 717-7200,http://www.stjoeschipfalls.com
4225,3254971,(920) 748-3101,http://www.riponmedicalcenter.com
4226,21671115,(318) 212-3000,http://www.wkhs.com/locations/pierremont.aspx
4227,3353792,(608) 263-8991,http://www.uwhospital.org
4228,3553098,(920) 261-4210,http://www.uwphwatertown.com
4229,4453818,(608) 342-4701,http://www.southwesthealth.org
4230,4553566,(608) 324-1000,http://www.monroeclinic.org
4231,8553227,(414) 327-3000,rogershospital.org/‎
4232,14153066,(262) 646-4411,http://www.rogershospital.org
4233,14754981,(715) 258-1000,http://www.riversidemedical.org
4234,70892868,(714) 997-3000,http://www.choc.org
4235,18053718,(608) 592-8173,http://www.uwhealth.org/locations/detail.jsp?locationid=286
4236,58995403,(707) 576-4000,http://www.suttersantarosa.org/
4237,23634210,(941) 792-2222,http://www.psysolutions.com/
4238,36133016,(954) 594-5525,http://www.promise-miami.com/
4239,191677030,(832) 354-1000,https://www.chistlukeshealth.org/locations/baylor-st-lukes-medical-center-mcnair-campus?utm_source=localsearch&utm_medium=facility&utm_campaign=chitexas&utm_term=baylorstlukesmedicalcentermcnaircampus
4240,186777072,(713) 773-0556,NOT AVAILABLE
4241,6666441,(785) 210-3301,http://www.gchks.org
4242,94852246,(319) 338-0581,http://www.iowacity.va.gov/
4243,186179416,(806) 507-3500,NOT AVAILABLE
4244,3300000,(870) 936-1000,http://www.neabaptist.com
4245,6071958,(870) 285-3182,NOT AVAILABLE
4246,272653,(870) 508-1000,http://www.baxterregional.org
4247,1172576,(870) 895-2691,http://www.fultoncountyhospital.org
4248,7272801,(479) 968-2841,http://www.saintmarysregional.com
4249,6272450,(870) 239-7000,http://www.arkansasmethodist.org
4250,6772501,(870) 262-1200,http://www.whiteriverhealthsystem.com
4251,8966861,(620) 382-2177,http://www.slhmarion.org
4252,11202747,(508) 207-9800,http://www.southcoastbehavioral.com/
4253,9472701,(479) 713-7000,http://www.regencyhospital.com
4254,9500000,(479) 713-1000,http://www.wregional.com
4255,400000,(479) 553-1000,http://www.northwesthealth.com/pages/home.aspx
4256,2072756,(479) 636-0200,http://www.bentoncountyar.gov/bcadminsecond.aspx?m=hdhealthservice
4257,66685351,(623) 977-1325,NOT AVAILABLE
4258,65485704,(520) 742-2800,NOT AVAILABLE
4259,1542602,(606) 387-6421,http://www.clintoncountyhospital.com
4260,3842743,(270) 932-4211,NOT AVAILABLE
4261,6640311,(859) 289-7181,http://www.johnsonmathers.org
4262,64371852,(870) 845-4400,NOT AVAILABLE
4263,6540359,(502) 484-3663,http://www.stelizabeth.com/
4264,2402135,(617) 789-3000,https://www.semc.org/
4265,8301053,NOT AVAILABLE,http://www.centralwesternmass.va.gov/
4266,101854,(978) 937-6000,http://www.lowellgeneral.org
4267,13102780,(508) 977-3000,http://www.mass.gov/eohhs/gov/departments/dmh/
4268,13201876,(978) 851-7321,http://www.mass.gov/eohhs/gov/departments/dph/programs/hospitals/tewksbury-hospital.html
4269,5920646,(301) 609-4265,http://charlesregional.org/
4270,2120832,(301) 774-8882,http://www.montgomerygeneral.com
4271,2720707,(301) 725-4300,http://www.laurelregionalhospital.org/
4272,2920903,(301) 445-1046,http://www.sli.org
4273,104401,(207) 973-6100,http://www.acadiahospital.org
4274,4304742,(207) 768-4779,http://www.tamc.org/
4275,3204614,(207) 374-2836,http://www.bhmh.org
4276,1404619,(207) 454-7521,http://www.calaishospital.com
4277,4704441,(207) 695-5200,http://www.cadean.org
4278,3504092,(207) 857-8000,http://www.mercyhospitalstories.org/cms/
4279,1848755,NOT AVAILABLE,http://www.scheurer.org
4280,2048441,NOT AVAILABLE,http://www.hbch.org
4281,1048879,NOT AVAILABLE,http://www.sparrow.org/sparrowclinton
4282,2649635,NOT AVAILABLE,http://www.munsonhealthcare.org
4283,8348811,NOT AVAILABLE,http://www.sparrow.org/?sid=19&id=2044
4284,9349412,NOT AVAILABLE,http://www.spectrumhealth.org
4285,8049307,NOT AVAILABLE,http://www.mcmcbr.com
4286,12049677,NOT AVAILABLE,http://www.reedcity.spectrum-health.org
4287,3848617,NOT AVAILABLE,http://www.midmichigan.org
4288,13049093,NOT AVAILABLE,http://www.threerivershealth.org
4289,12448602,NOT AVAILABLE,http://www.covenanthealthcare.com/main/home.aspx
4290,12548602,NOT AVAILABLE,http://www.covenanthealthcare.com/main/home.aspx
4291,16048201,NOT AVAILABLE,http://www.harperhospital.org
4292,3649783,NOT AVAILABLE,http://www.warmemorialhospital.org
4293,1949946,NOT AVAILABLE,http://www.bcmh.org
4294,60,(734) 429-1500,http://www.stjoeshealth.org/saline
4295,3249102,NOT AVAILABLE,http://www.lakelandhealth.org
4296,8156215,(320) 843-4232,http://www.scbh.org
4297,17965109,(573) 681-3000,https://www.ssmhealth.com/locations/st-marys-hospital-jefferson-city?utm_id=gmb18-13
4298,964116,(816) 691-2000,http://www.nkch.org
4299,5164402,(660) 726-3941,https://www.mymosaiclifecare.org/main/location/albany-mo/mosaic-life-care-services-at-northwest-medical-center/
4300,14463131,(314) 996-5000,https://www.missouribaptist.org/
4301,7564063,(816) 282-5000,http://www.leessummitmedicalcenter.com
4302,764701,(816) 380-3474,http://www.cassregional.org
4303,10663368,(636) 344-1000,https://www.progresswest.org/
4304,6365101,(573) 632-5000,http://www.crmc.org
4305,11463555,(660) 465-8511,http://www.scotlandcountyhospital.com
4306,14863104,(314) 268-4000,https://www.ssmhealth.com/locations/location-details/costas-center-cardinal-glennon-childrens-hospital?utm_id=gmb18-13
4307,5965548,(417) 934-7000,https://www.mercy.net/practice/mercy-st-francis-hospital
4308,16065616,(417) 335-7000,www.coxhealth.com/
4309,1163501,(660) 785-1000,http://www.nermc.com
4310,2465201,(573) 499-6600,http://www.landmarkhospitals.com
4311,14763112,(314) 877-0500,http://www.dmh.missouri.gov/mpc
4312,180721902,(410) 642-2411,https://www.maryland.va.gov/locations/perry_point_va_medical_center.asp
4313,7349801,(906) 774-3300,http://www.ironmountain.va.gov/
4314,10063353,(573) 754-5531,http://www.pcmh-mo.org
4315,663701,(573) 334-4822,http://www.sehealth.org/
4316,5263703,(573) 335-1091,http://www.landmarkhospitals.com
4317,3265065,(573) 348-8000,http://www.lakeregional.com
4318,2663901,(573) 727-9080,http://blackrivermedical.com/
4319,2963901,(573) 785-7721,http://www.poplarbluffregional.com/locations/poplar-bluff-rmc-westwood
4320,186557625,(605) 964-7724,https://www.ihs.gov/greatplains/healthcarefacilities/cheyenneriver/
4321,3639422,(601) 764-2101,www.jaspergeneralhospital.com/‎
4322,192543054,(614) 289-6282,http://www.whitefencesurg.com/
4323,6827103,(336) 718-5000,https://www.novanthealth.org/forsyth-medical-center.aspx
4324,6927549,(919) 496-5131,https://www.novanthealth.org/franklin-medical-center.aspx
4325,5127330,(919) 774-2100,http://www.centralcarolinahosp.com
4326,7327565,(919) 690-3000,http://www.granvillemedical.com
4327,4228207,(704) 304-5000,http://www.carolinashealthcare.org/cmc-mercy
4328,12528210,(704) 543-2025,https://www.carolinashealthcare.org/locations/carolinas-healthcare-system-pineville
4329,2628744,(828) 524-8411,http://www.angelmed.org
4330,7928741,(828) 526-1200,http://www.hchospital.org
4331,12227403,(336) 854-6100,http://www.conehealth.com/locations/wesley-long-hospital
4332,7528779,(828) 586-7000,http://www.myharrisregional.com/
4333,11727533,(919) 736-1110,http://www.waynehealth.org
4334,2199574,(907) 424-8000,http://cdvcmc.com/
4335,327536,(252) 436-1100,http://www.mariaparham.com
4336,11628607,(828) 262-4100,https://apprhs.org/locations/watauga-medical-center
4337,1427030,(336) 719-7100,http://www.northernhospital.com
4338,8228621,(336) 527-7000,http://www.hughchatham.org
4339,2528675,(336) 372-5511,http://www.amhsparta.org
4340,127216,(336) 538-7450,http://www.armc.com
4341,2928640,(336) 846-7101,http://www.ashememorial.org
4342,10328722,(828) 894-3311,http://www.saintlukeshospital.com
4343,5028602,(828) 326-3800,http://www.catawbavalleymc.org
