objectid,id,source,sourcedate,val_method,val_date
3561,2012208,https://profiles.health.ny.gov/hospital/county_or_region/,8/20/2019 0:00,IMAGERY,2/10/2014 0:00
3562,179339501,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,8/9/2019 0:00,IMAGERY/OTHER,4/29/2020 0:00
3563,123544903,http://publicapps.odh.ohio.gov/eid/default.aspx,9/14/2016 0:00,IMAGERY/OTHER,3/10/2015 0:00
3564,15275231,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/23/2014 0:00
3565,37578503,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3566,57875235,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3567,135377004,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
3568,72375501,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,11/29/2016 0:00
3569,74575246,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/2/2016 0:00
3570,77177008,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/10/2017 0:00
3571,42079072,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3572,82878041,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/20/2017 0:00
3573,5377702,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/21/2014 0:00
3574,49275092,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/6/2014 0:00
3575,135975093,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
3576,18679902,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/24/2014 0:00
3577,13735611,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,3/8/2016 0:00
3578,17452402,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY,4/19/2016 0:00
3580,151954487,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY/OTHER,5/5/2020 0:00
3581,12970065,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3582,3570128,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,2/11/2014 0:00
3583,84330344,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY/OTHER,3/3/2015 0:00
3584,159970816,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,5/30/2015 0:00
3585,22630327,http://www.gamap2care.info/,10/10/2019 0:00,IMAGERY,2/10/2014 0:00
3586,17648342,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY/OTHER,8/8/2016 0:00
3587,17948192,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY/OTHER,8/8/2016 0:00
3588,15027704,https://www2.ncdhhs.gov/dhsr/reports.htm,8/10/2019 0:00,IMAGERY/OTHER,2/22/2016 0:00
3589,36133133,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,2/10/2014 0:00
3590,90535401,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,2/3/2015 0:00
3591,28443222,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,9/20/2016 0:00
3592,126443201,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,3/11/2015 0:00
3593,28543205,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,9/20/2016 0:00
3594,112189015,http://dpbh.nv.gov/reg/healthfacilities/community_resources/,8/9/2019 0:00,IMAGERY/OTHER,2/10/2015 0:00
3595,113289434,http://dpbh.nv.gov/reg/healthfacilities/community_resources/,8/9/2019 0:00,IMAGERY/OTHER,2/10/2015 0:00
3596,939216,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,8/9/2018 0:00,IMAGERY,4/29/2020 0:00
3597,606904,https://www.elicense.ct.gov/lookup/generateroster.aspx,8/13/2019 0:00,IMAGERY,2/10/2014 0:00
3598,123044512,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,3/10/2015 0:00
3599,128745219,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,3/12/2015 0:00
3600,129845417,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,3/12/2015 0:00
3601,80576063,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/17/2017 0:00
3602,2179601,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,3/12/2014 0:00
3603,4977702,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3604,36175904,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3605,47378205,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,3/12/2014 0:00
3606,135179703,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
3607,71778209,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,11/28/2016 0:00
3608,12278411,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3609,73975093,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,12/2/2016 0:00
3610,74475042,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/2/2016 0:00
3611,47078240,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/6/2014 0:00
3613,4171001,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/11/2014 0:00
3614,3954935,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,2/10/2014 0:00
3615,35832117,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,4/6/2016 0:00
3616,63972205,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/2019 0:00,IMAGERY/OTHER,12/2/2014 0:00
3617,13571913,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/2019 0:00,IMAGERY/OTHER,3/9/2016 0:00
3618,29477057,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,9/23/2014 0:00,IMAGERY/OTHER,5/8/2020 0:00
3619,63771854,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/2019 0:00,IMAGERY/OTHER,12/2/2014 0:00
3620,12272205,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/2019 0:00,IMAGERY/OTHER,7/6/2016 0:00
3621,11901854,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,8/16/2019 0:00,IMAGERY/OTHER,8/1/2016 0:00
3622,7248043,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3623,8949503,https://w2.lara.state.mi.us/val/license/search,8/6/2016 0:00,IMAGERY,2/10/2014 0:00
3624,15745804,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY,1/31/2014 0:00
3625,417011,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp,8/9/2019 0:00,IMAGERY,1/13/2014 0:00
3626,2419023,http://www.pasda.psu.edu/uci/datasummary.aspx?dataset=909,9/26/2016 0:00,IMAGERY,2/12/2014 0:00
3627,65385007,http://www.azdhs.gov/als/databases/,8/11/2019 0:00,IMAGERY/OTHER,1/6/2015 0:00
3628,4368122,http://dhhs.ne.gov/publichealth/documents/hospital%20roster.pdf,8/9/2019 0:00,IMAGERY,4/7/2020 0:00
3629,7739180,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,8/9/2019 0:00,IMAGERY,4/29/2020 0:00
3630,66285251,http://www.azdhs.gov/als/databases/,8/11/2019 0:00,IMAGERY/OTHER,1/6/2015 0:00
3631,145924503,http://www.vhi.org,11/27/2019 0:00,IMAGERY/OTHER,3/26/2015 0:00
3632,60099702,http://www.tricare.mil/mtf,4/1/2020 0:00,IMAGERY/OTHER,2/13/2014 0:00
3633,73075094,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,11/30/2016 0:00
3634,28719107,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp,8/9/2019 0:00,IMAGERY,9/26/2016 0:00
3635,54977901,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3636,75179761,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,12/8/2016 0:00
3637,6770503,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,10/4/2013 0:00
3638,13128533,https://www2.ncdhhs.gov/dhsr/reports.htm,8/10/2019 0:00,IMAGERY,10/2/2013 0:00
3639,5673139,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY,2/5/2014 0:00
3640,137076012,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,1/9/2017 0:00,IMAGERY/OTHER,5/8/2020 0:00
3641,17971019,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,10/9/2013 0:00
3642,15271101,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
3643,16548235,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY/OTHER,4/16/2019 0:00
3644,125443952,http://publicapps.odh.ohio.gov/eid/default.aspx,9/14/2016 0:00,IMAGERY/OTHER,3/11/2015 0:00
3645,847303,http://www.in.gov/isdh/reports/qamis/hosdir,8/16/2019 0:00,IMAGERY,3/12/2014 0:00
3646,8246320,http://www.in.gov/isdh/reports/qamis/hosdir,8/16/2019 0:00,IMAGERY,3/12/2014 0:00
3647,2115905,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3648,718764,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp,8/9/2019 0:00,IMAGERY,2/12/2014 0:00
3649,64985006,http://www.azdhs.gov/als/databases/,8/11/2019 0:00,IMAGERY/OTHER,1/6/2015 0:00
3650,11646312,http://www.in.gov/isdh/reports/qamis/hosdir,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
3651,3604102,https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp,8/13/2019 0:00,IMAGERY/OTHER,12/4/2013 0:00
3652,164370043,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,6/1/2015 0:00
3653,8623114,http://www.vhi.org,11/27/2019 0:00,IMAGERY,2/10/2014 0:00
3654,12611787,https://profiles.health.ny.gov/hospital/county_or_region/,8/20/2019 0:00,IMAGERY,2/10/2014 0:00
3655,61972901,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/2019 0:00,IMAGERY/OTHER,11/18/2014 0:00
3656,62272903,http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx,8/8/2019 0:00,IMAGERY/OTHER,11/18/2014 0:00
3657,10001915,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,8/16/2019 0:00,IMAGERY/OTHER,8/1/2016 0:00
3658,1348532,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3659,11148341,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3660,9249442,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3661,749016,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3662,30511714,https://profiles.health.ny.gov/hospital/county_or_region/,8/20/2019 0:00,IMAGERY,4/16/2019 0:00
3663,10412511,https://profiles.health.ny.gov/hospital/county_or_region/,8/20/2019 0:00,IMAGERY/OTHER,5/22/2015 0:00
3664,17848602,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY,8/8/2016 0:00
3665,14548197,https://w2.lara.state.mi.us/val/license/search,8/9/2019 0:00,IMAGERY/OTHER,4/16/2019 0:00
3666,34733128,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,2/10/2014 0:00
3667,8144084,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY,2/10/2014 0:00
3668,124543201,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,3/10/2015 0:00
3669,2808724,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3670,109107675,https://www.state.nj.us/health/healthfacilities/findhospital.shtml,8/9/2019 0:00,IMAGERY/OTHER,2/9/2015 0:00
3671,28943055,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,9/21/2016 0:00
3672,106568123,http://dhhs.ne.gov/publichealth/documents/hospital%20roster.pdf,8/16/2016 0:00,IMAGERY/OTHER,4/7/2020 0:00
3673,5639401,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,8/9/2019 0:00,IMAGERY,4/29/2020 0:00
3674,9939193,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,8/9/2019 0:00,IMAGERY,4/29/2020 0:00
3675,7587108,http://providersearch.health.state.nm.us/,8/9/2019 0:00,IMAGERY/OTHER,8/25/2016 0:00
3676,29444484,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,4/27/2020 0:00,IMAGERY/OTHER,9/21/2016 0:00
3677,8085704,http://www.azdhs.gov/als/databases/,8/11/2019 0:00,IMAGERY,2/10/2014 0:00
3678,113789423,http://dpbh.nv.gov/,1/7/2015 0:00,IMAGERY/OTHER,2/10/2015 0:00
3679,15862859,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3680,16362832,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3681,15662930,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,2/10/2014 0:00
3682,16961356,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3683,16261747,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,2/10/2014 0:00
3684,18162286,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,1/21/2014 0:00
3685,4461455,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,1/17/2014 0:00
3686,2973110,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY,2/5/2014 0:00
3687,2173112,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY,2/5/2014 0:00
3688,8560098,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,4/26/2016 0:00
3689,2274401,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY,3/12/2014 0:00
3690,4673052,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY,2/12/2014 0:00
3691,11060540,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3692,5357469,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,8/10/2019 0:00,IMAGERY,3/12/2014 0:00
3693,131774145,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY/OTHER,2/13/2015 0:00
3694,457350,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,8/10/2019 0:00,IMAGERY,2/10/2014 0:00
3695,15362812,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3696,18362839,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3697,17662439,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3698,173159,https://www.ok.gov/health/protective_health/medical_facilities_service/,8/10/2019 0:00,IMAGERY/OTHER,2/6/2014 0:00
3699,17962626,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,3/12/2014 0:00
3700,599664,http://dhss.alaska.gov/dph/healthplanning/pages/safetynetdirectory.aspx,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3701,1999929,http://dhss.alaska.gov/dph/healthplanning/pages/safetynetdirectory.aspx,8/9/2019 0:00,IMAGERY,10/28/2013 0:00
3702,8437083,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY,2/10/2014 0:00
3703,8938118,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY/OTHER,9/11/2013 0:00
3704,919958,http://www.dhss.delaware.gov/dhss/dltcrp/ohflcmain.html,8/14/2019 0:00,IMAGERY,2/10/2014 0:00
3705,8238301,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3706,7637403,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
3707,4759102,http://dphhs.mt.gov/qad/healthcarefacilitieslist,8/9/2019 0:00,IMAGERY,4/21/2020 0:00
3708,819805,http://www.dhss.delaware.gov/dhss/dltcrp/ohflcmain.html,8/14/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3709,5537096,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY/OTHER,3/13/2014 0:00
3710,5738501,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3711,18138301,https://apps.health.tn.gov/facilitylistings,8/10/2019 0:00,IMAGERY/OTHER,11/22/2016 0:00
3712,267002,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/16/2020 0:00
3713,10366067,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/16/2020 0:00
3714,9767748,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/16/2020 0:00
3715,9467560,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3716,4267846,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3717,2667502,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3718,196734,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
3719,300960,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,3/29/2017 0:00,IMAGERY/OTHER,2/12/2014 0:00
3720,1600681,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,8/9/2019 0:00,IMAGERY,2/12/2014 0:00
3721,15666097,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/16/2020 0:00
3722,11967752,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/16/2020 0:00
3723,13067578,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3724,13466606,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3725,15767156,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3726,14267152,http://www.kdheks.gov/bhfr/fac_list/,8/16/2019 0:00,IMAGERY,4/17/2020 0:00
3727,1700683,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,8/9/2019 0:00,IMAGERY,2/12/2014 0:00
3728,4700936,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,8/9/2019 0:00,IMAGERY,3/12/2014 0:00
3729,4800909,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3730,5800926,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
3731,6100936,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,8/9/2019 0:00,IMAGERY,3/12/2014 0:00
3732,6400775,http://www.salud.gov.pr/servicios-al-ciudadano/pages/directorio-de-hospitales-publicos-y-privados.aspx,3/29/2017 0:00,IMAGERY,2/12/2014 0:00
3733,12440232,https://chfs.ky.gov/agencies/os/oig/dhc/documents/directories/hospital_directory.pdf,8/11/2019 0:00,IMAGERY/OTHER,12/13/2017 0:00
3734,200820,https://data.medicare.gov/widgets/xubh-q36u,11/18/2019 0:00,IMAGERY/OTHER,4/6/2018 0:00
3735,596950,https://data.medicare.gov/widgets/xubh-q36u,11/18/2019 0:00,IMAGERY/OTHER,4/6/2018 0:00
3736,1276012,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3737,1776227,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,3/12/2014 0:00
3738,2478705,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3739,3478336,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/21/2014 0:00
3740,5079606,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
3741,6575551,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3742,7277704,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3743,8376230,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/22/2014 0:00
3744,8676424,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/22/2014 0:00
3745,10178834,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3746,76232505,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY/OTHER,2/16/2015 0:00
3747,13575835,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3748,13775204,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/23/2014 0:00
3749,15475115,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,9/23/2014 0:00,IMAGERY/OTHER,5/8/2020 0:00
3750,14075235,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
3751,14175235,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
3752,14375235,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/23/2014 0:00
3753,80533073,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY/OTHER,2/16/2015 0:00
3754,82333328,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,4/5/2016 0:00,IMAGERY/OTHER,5/9/2019 0:00
3755,81933321,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY/OTHER,2/16/2015 0:00
3756,18079902,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/24/2014 0:00
3757,20576132,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3758,21575035,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3759,22976043,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3760,26177082,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
3761,26477030,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
3762,26677024,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
